TPD ID	Activity Type	Target Symbols	Target IDs	Cell Line	Activity
TPD-9E1DL7	IC50	HPK1	Q92918	Jurkat	100nM≤x<500nM
TPD-FTK4MT	IC50	HPK1	Q92918	Jurkat	100nM≤x<500nM
TPD-BCKJ44	DC50	BCL-xL	Q07817	Molt-4	9.94nM
TPD-XXJNZH	DC50	BCL-xL	Q07817	Molt-4	6.92nM
TPD-QX56Z7	DC50	BCL-xL	Q07817	Molt-4	16.99nM
TPD-XB49X9	DC50	BCL-xL	Q07817	Molt-4	14.44nM
TPD-SD9TC3	DC50	BCL-xL	Q07817	Molt-4	14.42nM
TPD-6WDUI3	DC50	BCL-xL	Q07817	Molt-4	11.28nM
TPD-G6D9UH	DC50	BCL-xL	Q07817	Molt-4	15.13nM
TPD-5CPCIX	DC50	BCL-xL	Q07817	Molt-4	13.11nM
TPD-ZK1CN4	DC50	BCL-xL	Q07817	Molt-4	16.98nM
TPD-PRIJBJ	DC50	BCL-xL	Q07817	Molt-4	13.07nM
TPD-RZP9DD	DC50	BCL-xL	Q07817	Molt-4	17.10nM
TPD-GEZK4J	DC50	BCL-xL	Q07817	Molt-4	9.69nM
TPD-KQLYQ9	DC50	BCL-xL	Q07817	Molt-4	10.13nM
TPD-ATGCGX	DC50	BCL-xL	Q07817	Molt-4	11.03nM
TPD-BJL3PF	DC50	BCL-xL	Q07817	Molt-4	10.04nM
TPD-H60OPY	DC50	BCL-xL	Q07817	Molt-4	10.95nM
TPD-TY8KXT	DC50	BCL-xL	Q07817	Molt-4	10.03nM
TPD-PMF9CG	DC50	BCL-xL	Q07817	Molt-4	15.07nM
TPD-LMNQN4	DC50	BCL-xL	Q07817	Molt-4	9.55nM
TPD-3RVP1K	DC50	BCL-xL	Q07817	Molt-4	7.09nM
TPD-WJ7YFJ	DC50	BCL-xL	Q07817	Molt-4	9.94nM
TPD-T31S4K	DC50	BCL-xL	Q07817	Molt-4	1.44nM
TPD-X4YPZI	DC50	BCL-xL	Q07817	Molt-4	9.94nM
TPD-QYZF73	DC50	BCL-xL	Q07817	Molt-4	5.39nM
TPD-BCKJ44	IC50	.	.	Molt-4	29.29nM
TPD-XXJNZH	IC50	.	.	Molt-4	30.53nM
TPD-3T37SM	IC50	.	.	Molt-4	49.13nM
TPD-QX56Z7	IC50	.	.	Molt-4	48.00nM
TPD-XB49X9	IC50	.	.	Molt-4	35.94nM
TPD-SD9TC3	IC50	.	.	Molt-4	32.36nM
TPD-6WDUI3	IC50	.	.	Molt-4	13.43nM
TPD-G6D9UH	IC50	.	.	Molt-4	32.11nM
TPD-JEVKI1	IC50	.	.	Molt-4	57.50nM
TPD-5CPCIX	IC50	.	.	Molt-4	52.50nM
TPD-ZK1CN4	IC50	.	.	Molt-4	66.41nM
TPD-7DGT8W	IC50	.	.	Molt-4	64.00nM
TPD-PRIJBJ	IC50	.	.	Molt-4	40.71nM
TPD-GEZK4J	IC50	.	.	Molt-4	61.51nM
TPD-KQLYQ9	IC50	.	.	Molt-4	62.30nM
TPD-FA1TSL	IC50	.	.	Molt-4	35.06nM
TPD-BJL3PF	IC50	.	.	Molt-4	21.87nM
TPD-SVG845	IC50	.	.	Molt-4	44.70nM
TPD-TY8KXT	IC50	.	.	Molt-4	41.60nM
TPD-LMNQN4	IC50	.	.	Molt-4	27.80nM
TPD-XIB0KO	IC50	.	.	Molt-4	61.02nM
TPD-3RVP1K	IC50	.	.	Molt-4	14.07nM
TPD-WJ7YFJ	IC50	.	.	Molt-4	18.52nM
TPD-0DOSBE	IC50	.	.	Molt-4	64.55nM
TPD-HFDQ6U	IC50	.	.	Molt-4	38.19nM
TPD-T31S4K	IC50	.	.	Molt-4	25.80nM
TPD-X4YPZI	IC50	.	.	Molt-4	43.21nM
TPD-UV8599	IC50	.	.	Molt-4	34.70nM
TPD-9C1CH2	IC50	.	.	Molt-4	7.80nM
TPD-NDVJ5P	IC50	.	.	Molt-4	27.50nM
TPD-3T05RQ	IC50	.	.	Molt-4	18.20nM
TPD-W19QYD	IC50	.	.	Molt-4	29.70nM
TPD-QYZF73	IC50	.	.	Molt-4	21.99nM
TPD-BCKJ44	Ki(BCL-xl)	BCL-xL	Q07817	.	1.50nM
TPD-XXJNZH	Ki(BCL-xl)	BCL-xL	Q07817	.	0.99nM
TPD-3T37SM	Ki(BCL-xl)	BCL-xL	Q07817	.	1.13nM
TPD-QX56Z7	Ki(BCL-xl)	BCL-xL	Q07817	.	0.83nM
TPD-4JI1R4	Ki(BCL-xl)	BCL-xL	Q07817	.	1.52nM
TPD-XB49X9	Ki(BCL-xl)	BCL-xL	Q07817	.	2.38nM
TPD-SD9TC3	Ki(BCL-xl)	BCL-xL	Q07817	.	1.01nM
TPD-6WDUI3	Ki(BCL-xl)	BCL-xL	Q07817	.	0.55nM
TPD-G6D9UH	Ki(BCL-xl)	BCL-xL	Q07817	.	1.09nM
TPD-JEVKI1	Ki(BCL-xl)	BCL-xL	Q07817	.	3.35nM
TPD-5CPCIX	Ki(BCL-xl)	BCL-xL	Q07817	.	0.86nM
TPD-ZK1CN4	Ki(BCL-xl)	BCL-xL	Q07817	.	1.47nM
TPD-2P1LL3	Ki(BCL-xl)	BCL-xL	Q07817	.	0.78nM
TPD-GLSBU4	Ki(BCL-xl)	BCL-xL	Q07817	.	2.95nM
TPD-R2YMHG	Ki(BCL-xl)	BCL-xL	Q07817	.	4.10nM
TPD-7DGT8W	Ki(BCL-xl)	BCL-xL	Q07817	.	2.11nM
TPD-PRIJBJ	Ki(BCL-xl)	BCL-xL	Q07817	.	0.43nM
TPD-MIB1YX	Ki(BCL-xl)	BCL-xL	Q07817	.	0.38nM
TPD-RZP9DD	Ki(BCL-xl)	BCL-xL	Q07817	.	0.29nM
TPD-GEZK4J	Ki(BCL-xl)	BCL-xL	Q07817	.	0.08nM
TPD-KQLYQ9	Ki(BCL-xl)	BCL-xL	Q07817	.	0.69nM
TPD-ATGCGX	Ki(BCL-xl)	BCL-xL	Q07817	.	0.41nM
TPD-FA1TSL	Ki(BCL-xl)	BCL-xL	Q07817	.	0.75nM
TPD-BJL3PF	Ki(BCL-xl)	BCL-xL	Q07817	.	0.67nM
TPD-SVG845	Ki(BCL-xl)	BCL-xL	Q07817	.	1.45nM
TPD-H60OPY	Ki(BCL-xl)	BCL-xL	Q07817	.	0.39nM
TPD-TY8KXT	Ki(BCL-xl)	BCL-xL	Q07817	.	0.54nM
TPD-F5O3TM	Ki(BCL-xl)	BCL-xL	Q07817	.	1.27nM
TPD-PXBN3Y	Ki(BCL-xl)	BCL-xL	Q07817	.	1.63nM
TPD-CM0C0T	Ki(BCL-xl)	BCL-xL	Q07817	.	1.32nM
TPD-8P7JJR	Ki(BCL-xl)	BCL-xL	Q07817	.	0.78nM
TPD-PMF9CG	Ki(BCL-xl)	BCL-xL	Q07817	.	0.39nM
TPD-O1W6LH	Ki(BCL-xl)	BCL-xL	Q07817	.	0.41nM
TPD-KXS8NO	Ki(BCL-xl)	BCL-xL	Q07817	.	0.66nM
TPD-LMNQN4	Ki(BCL-xl)	BCL-xL	Q07817	.	1.30nM
TPD-XIB0KO	Ki(BCL-xl)	BCL-xL	Q07817	.	1.23nM
TPD-3RVP1K	Ki(BCL-xl)	BCL-xL	Q07817	.	0.45nM
TPD-WJ7YFJ	Ki(BCL-xl)	BCL-xL	Q07817	.	0.42nM
TPD-0DOSBE	Ki(BCL-xl)	BCL-xL	Q07817	.	1.45nM
TPD-HFDQ6U	Ki(BCL-xl)	BCL-xL	Q07817	.	0.73nM
TPD-Y7JGZ2	Ki(BCL-xl)	BCL-xL	Q07817	.	0.40nM
TPD-T31S4K	Ki(BCL-xl)	BCL-xL	Q07817	.	0.16nM
TPD-X4YPZI	Ki(BCL-xl)	BCL-xL	Q07817	.	0.43nM
TPD-UV8599	Ki(BCL-xl)	BCL-xL	Q07817	.	0.67nM
TPD-9C1CH2	Ki(BCL-xl)	BCL-xL	Q07817	.	0.22nM
TPD-NDVJ5P	Ki(BCL-xl)	BCL-xL	Q07817	.	0.50nM
TPD-3T05RQ	Ki(BCL-xl)	BCL-xL	Q07817	.	0.34nM
TPD-W19QYD	Ki(BCL-xl)	BCL-xL	Q07817	.	0.25nM
TPD-HIK455	Ki(BCL-xl)	BCL-xL	Q07817	.	0.99nM
TPD-QYZF73	Ki(BCL-xl)	BCL-xL	Q07817	.	0.06nM
TPD-D9J8R9	Ki(BCL-xl)	BCL-xL	Q07817	.	0.32nM
TPD-BCKJ44	Ki(BCL-2)	BCL-2	P10415	.	1.81nM
TPD-XXJNZH	Ki(BCL-2)	BCL-2	P10415	.	2.04nM
TPD-3T37SM	Ki(BCL-2)	BCL-2	P10415	.	2.38nM
TPD-QX56Z7	Ki(BCL-2)	BCL-2	P10415	.	1.02nM
TPD-4JI1R4	Ki(BCL-2)	BCL-2	P10415	.	1.60nM
TPD-XB49X9	Ki(BCL-2)	BCL-2	P10415	.	3.23nM
TPD-SD9TC3	Ki(BCL-2)	BCL-2	P10415	.	1.40nM
TPD-6WDUI3	Ki(BCL-2)	BCL-2	P10415	.	0.81nM
TPD-G6D9UH	Ki(BCL-2)	BCL-2	P10415	.	1.29nM
TPD-JEVKI1	Ki(BCL-2)	BCL-2	P10415	.	3.44nM
TPD-5CPCIX	Ki(BCL-2)	BCL-2	P10415	.	1.17nM
TPD-ZK1CN4	Ki(BCL-2)	BCL-2	P10415	.	3.88nM
TPD-6GDQIG	Ki(BCL-2)	BCL-2	P10415	.	0.75nM
TPD-GLSBU4	Ki(BCL-2)	BCL-2	P10415	.	3.07nM
TPD-7DGT8W	Ki(BCL-2)	BCL-2	P10415	.	1.65nM
TPD-PRIJBJ	Ki(BCL-2)	BCL-2	P10415	.	0.42nM
TPD-MIB1YX	Ki(BCL-2)	BCL-2	P10415	.	0.61nM
TPD-RZP9DD	Ki(BCL-2)	BCL-2	P10415	.	0.46nM
TPD-GEZK4J	Ki(BCL-2)	BCL-2	P10415	.	0.16nM
TPD-KQLYQ9	Ki(BCL-2)	BCL-2	P10415	.	0.76nM
TPD-ATGCGX	Ki(BCL-2)	BCL-2	P10415	.	0.96nM
TPD-FA1TSL	Ki(BCL-2)	BCL-2	P10415	.	2.59nM
TPD-BJL3PF	Ki(BCL-2)	BCL-2	P10415	.	0.98nM
TPD-SVG845	Ki(BCL-2)	BCL-2	P10415	.	1.28nM
TPD-H60OPY	Ki(BCL-2)	BCL-2	P10415	.	1.99nM
TPD-TY8KXT	Ki(BCL-2)	BCL-2	P10415	.	0.59nM
TPD-F5O3TM	Ki(BCL-2)	BCL-2	P10415	.	1.39nM
TPD-PXBN3Y	Ki(BCL-2)	BCL-2	P10415	.	2.30nM
TPD-CM0C0T	Ki(BCL-2)	BCL-2	P10415	.	1.11nM
TPD-8P7JJR	Ki(BCL-2)	BCL-2	P10415	.	1.00nM
TPD-PMF9CG	Ki(BCL-2)	BCL-2	P10415	.	0.87nM
TPD-LMNQN4	Ki(BCL-2)	BCL-2	P10415	.	1.66nM
TPD-XIB0KO	Ki(BCL-2)	BCL-2	P10415	.	1.66nM
TPD-3RVP1K	Ki(BCL-2)	BCL-2	P10415	.	1.34nM
TPD-WJ7YFJ	Ki(BCL-2)	BCL-2	P10415	.	0.51nM
TPD-0DOSBE	Ki(BCL-2)	BCL-2	P10415	.	0.47nM
TPD-HFDQ6U	Ki(BCL-2)	BCL-2	P10415	.	1.63nM
TPD-Y7JGZ2	Ki(BCL-2)	BCL-2	P10415	.	0.80nM
TPD-T31S4K	Ki(BCL-2)	BCL-2	P10415	.	0.61nM
TPD-X4YPZI	Ki(BCL-2)	BCL-2	P10415	.	0.90nM
TPD-UV8599	Ki(BCL-2)	BCL-2	P10415	.	1.46nM
TPD-9C1CH2	Ki(BCL-2)	BCL-2	P10415	.	0.24nM
TPD-NDVJ5P	Ki(BCL-2)	BCL-2	P10415	.	0.62nM
TPD-3T05RQ	Ki(BCL-2)	BCL-2	P10415	.	0.44nM
TPD-W19QYD	Ki(BCL-2)	BCL-2	P10415	.	0.33nM
TPD-HIK455	Ki(BCL-2)	BCL-2	P10415	.	2.65nM
TPD-QYZF73	Ki(BCL-2)	BCL-2	P10415	.	0.05nM
TPD-D9J8R9	Ki(BCL-2)	BCL-2	P10415	.	0.44nM
TPD-9DSXA7	DC50	KRAS G12D	P01116	AGS	316nM
TPD-S5F3K5	DC50	KRAS G12D	P01116	AGS	22nM
TPD-HEZ5J8	DC50	KRAS G12D	P01116	AGS	25nM
TPD-0KOO23	DC50	KRAS G12D	P01116	AGS	20nM
TPD-QM7QN8	DC50	KRAS G12D	P01116	AGS	17nM
TPD-GMUPSD	DC50	KRAS G12D	P01116	AGS	24nM
TPD-2T9UQ2	DC50	KRAS G12D	P01116	AGS	44nM
TPD-2YDAQL	DC50	KRAS G12D	P01116	AGS	40nM
TPD-ZEBP8P	DC50	KRAS G12D	P01116	AGS	11nM
TPD-R4A41F	DC50	KRAS G12D	P01116	AGS	9.5nM
TPD-W3CL7S	DC50	KRAS G12D	P01116	AGS	27nM
TPD-S9OACA	DC50	KRAS G12D	P01116	AGS	8.9nM
TPD-PWQ5B4	DC50	KRAS G12D	P01116	AGS	21nM
TPD-E24FNK	DC50	KRAS G12D	P01116	AGS	5nM
TPD-IC8S4E	DC50	KRAS G12D	P01116	AGS	9.3nM
TPD-B3S5DP	DC50	KRAS G12D	P01116	AGS	18nM
TPD-I2DXXV	DC50	KRAS G12D	P01116	AGS	21nM
TPD-CB7MH2	DC50	KRAS G12D	P01116	AGS	30nM
TPD-PNVLIV	DC50	KRAS G12D	P01116	AGS	7.5nM
TPD-7Y1SXL	DC50	KRAS G12D	P01116	AGS	11nM
TPD-1S65YG	DC50	KRAS G12D	P01116	AGS	11nM
TPD-NWZU4K	DC50	KRAS G12D	P01116	AGS	30nM
TPD-6XC8G1	DC50	KRAS G12D	P01116	AGS	22nM
TPD-ZMU5K7	DC50	KRAS G12D	P01116	AGS	122nM
TPD-N9RWAM	DC50	KRAS G12D	P01116	AGS	21nM
TPD-QHWSEE	DC50	KRAS G12D	P01116	AGS	23nM
TPD-7GVDAN	DC50	KRAS G12D	P01116	AGS	84nM
TPD-HEYK2Y	DC50	KRAS G12D	P01116	AGS	18nM
TPD-ZRJG2B	DC50	KRAS G12D	P01116	AGS	19nM
TPD-HGRHAX	DC50	KRAS G12D	P01116	AGS	17nM
TPD-B926Y8	DC50	KRAS G12D	P01116	AGS	5.9nM
TPD-6T9M2D	DC50	KRAS G12D	P01116	AGS	14nM
TPD-BAM6IS	DC50	KRAS G12D	P01116	AGS	14nM
TPD-GB38VL	DC50	KRAS G12D	P01116	AGS	37nM
TPD-U8H5PK	DC50	KRAS G12D	P01116	AGS	13nM
TPD-DII5OI	DC50	KRAS G12D	P01116	AGS	31nM
TPD-Q2EHQV	DC50	KRAS G12D	P01116	AGS	6.3nM
TPD-0XIA1L	DC50	KRAS G12D	P01116	AGS	1.1nM
TPD-GCYZ75	DC50	KRAS G12D	P01116	AGS	59nM
TPD-2UWUDE	DC50	KRAS G12D	P01116	AGS	27nM
TPD-OGKRW8	DC50	KRAS G12D	P01116	AGS	24nM
TPD-KBCI39	DC50	KRAS G12D	P01116	AGS	13nM
TPD-B7PYK5	DC50	KRAS G12D	P01116	AGS	7.6nM
TPD-C9ZHQL	DC50	KRAS G12D	P01116	AGS	14nM
TPD-Z9IX79	DC50	KRAS G12D	P01116	AGS	30nM
TPD-RCUQFE	DC50	KRAS G12D	P01116	AGS	27nM
TPD-ZHO8RU	DC50	KRAS G12D	P01116	AGS	5.5nM
TPD-A4I0RW	DC50	KRAS G12D	P01116	AGS	8.7nM
TPD-XH6Y00	DC50	KRAS G12D	P01116	AGS	9.6nM
TPD-C1VNCF	DC50	KRAS G12D	P01116	AGS	7.7nM
TPD-L5JOOB	DC50	KRAS G12D	P01116	AGS	4.1nM
TPD-ISPBDQ	DC50	KRAS G12D	P01116	AGS	2.3nM
TPD-RHHPGM	DC50	KRAS G12D	P01116	AGS	2nM
TPD-S55QZV	DC50	KRAS G12D	P01116	AGS	14nM
TPD-9DSXA7	Dmax	KRAS G12D	P01116	AGS	95%
TPD-S5F3K5	Dmax	KRAS G12D	P01116	AGS	78%
TPD-HEZ5J8	Dmax	KRAS G12D	P01116	AGS	95%
TPD-0KOO23	Dmax	KRAS G12D	P01116	AGS	95%
TPD-QM7QN8	Dmax	KRAS G12D	P01116	AGS	95%
TPD-GMUPSD	Dmax	KRAS G12D	P01116	AGS	95%
TPD-2T9UQ2	Dmax	KRAS G12D	P01116	AGS	95%
TPD-2YDAQL	Dmax	KRAS G12D	P01116	AGS	95%
TPD-ZEBP8P	Dmax	KRAS G12D	P01116	AGS	95%
TPD-R4A41F	Dmax	KRAS G12D	P01116	AGS	95%
TPD-W3CL7S	Dmax	KRAS G12D	P01116	AGS	95%
TPD-S9OACA	Dmax	KRAS G12D	P01116	AGS	95%
TPD-PWQ5B4	Dmax	KRAS G12D	P01116	AGS	95%
TPD-E24FNK	Dmax	KRAS G12D	P01116	AGS	95%
TPD-IC8S4E	Dmax	KRAS G12D	P01116	AGS	95%
TPD-B3S5DP	Dmax	KRAS G12D	P01116	AGS	95%
TPD-I2DXXV	Dmax	KRAS G12D	P01116	AGS	95%
TPD-CB7MH2	Dmax	KRAS G12D	P01116	AGS	95%
TPD-PNVLIV	Dmax	KRAS G12D	P01116	AGS	95%
TPD-7Y1SXL	Dmax	KRAS G12D	P01116	AGS	95%
TPD-1S65YG	Dmax	KRAS G12D	P01116	AGS	95%
TPD-NWZU4K	Dmax	KRAS G12D	P01116	AGS	95%
TPD-6XC8G1	Dmax	KRAS G12D	P01116	AGS	95%
TPD-N9RWAM	Dmax	KRAS G12D	P01116	AGS	95%
TPD-QHWSEE	Dmax	KRAS G12D	P01116	AGS	95%
TPD-7GVDAN	Dmax	KRAS G12D	P01116	AGS	95%
TPD-HEYK2Y	Dmax	KRAS G12D	P01116	AGS	95%
TPD-ZRJG2B	Dmax	KRAS G12D	P01116	AGS	95%
TPD-HGRHAX	Dmax	KRAS G12D	P01116	AGS	95%
TPD-B926Y8	Dmax	KRAS G12D	P01116	AGS	95%
TPD-6T9M2D	Dmax	KRAS G12D	P01116	AGS	95%
TPD-BAM6IS	Dmax	KRAS G12D	P01116	AGS	95%
TPD-GB38VL	Dmax	KRAS G12D	P01116	AGS	95%
TPD-U8H5PK	Dmax	KRAS G12D	P01116	AGS	95%
TPD-DII5OI	Dmax	KRAS G12D	P01116	AGS	95%
TPD-Q2EHQV	Dmax	KRAS G12D	P01116	AGS	95%
TPD-0XIA1L	Dmax	KRAS G12D	P01116	AGS	95%
TPD-GCYZ75	Dmax	KRAS G12D	P01116	AGS	95%
TPD-2UWUDE	Dmax	KRAS G12D	P01116	AGS	95%
TPD-OGKRW8	Dmax	KRAS G12D	P01116	AGS	95%
TPD-KBCI39	Dmax	KRAS G12D	P01116	AGS	95%
TPD-B7PYK5	Dmax	KRAS G12D	P01116	AGS	95%
TPD-C9ZHQL	Dmax	KRAS G12D	P01116	AGS	95%
TPD-Z9IX79	Dmax	KRAS G12D	P01116	AGS	95%
TPD-RCUQFE	Dmax	KRAS G12D	P01116	AGS	95%
TPD-ZHO8RU	Dmax	KRAS G12D	P01116	AGS	95%
TPD-A4I0RW	Dmax	KRAS G12D	P01116	AGS	95%
TPD-XH6Y00	Dmax	KRAS G12D	P01116	AGS	95%
TPD-C1VNCF	Dmax	KRAS G12D	P01116	AGS	95%
TPD-L5JOOB	Dmax	KRAS G12D	P01116	AGS	95%
TPD-ISPBDQ	Dmax	KRAS G12D	P01116	AGS	95%
TPD-RHHPGM	Dmax	KRAS G12D	P01116	AGS	95%
TPD-S55QZV	Dmax	KRAS G12D	P01116	AGS	95%
TPD-N5TALJ	IC50_1	KRAS G12D	P01116	AGS	109nM
TPD-9DSXA7	IC50_1	KRAS G12D	P01116	AGS	44nM
TPD-S5F3K5	IC50_1	KRAS G12D	P01116	AGS	40nM
TPD-HEZ5J8	IC50_1	KRAS G12D	P01116	AGS	14nM
TPD-0KOO23	IC50_1	KRAS G12D	P01116	AGS	18nM
TPD-QM7QN8	IC50_1	KRAS G12D	P01116	AGS	22nM
TPD-GMUPSD	IC50_1	KRAS G12D	P01116	AGS	11nM
TPD-DSKNAZ	IC50_1	KRAS G12D	P01116	AGS	356nM
TPD-2T9UQ2	IC50_1	KRAS G12D	P01116	AGS	44nM
TPD-2YDAQL	IC50_1	KRAS G12D	P01116	AGS	63nM
TPD-7JM3MK	IC50_1	KRAS G12D	P01116	AGS	33nM
TPD-3VNEDZ	IC50_1	KRAS G12D	P01116	AGS	193nM
TPD-OXT1UO	IC50_1	KRAS G12D	P01116	AGS	83nM
TPD-ZEBP8P	IC50_1	KRAS G12D	P01116	AGS	6.8nM
TPD-R4A41F	IC50_1	KRAS G12D	P01116	AGS	11nM
TPD-W3CL7S	IC50_1	KRAS G12D	P01116	AGS	39nM
TPD-S9OACA	IC50_1	KRAS G12D	P01116	AGS	12nM
TPD-3JWH7K	IC50_1	KRAS G12D	P01116	AGS	52nM
TPD-PWQ5B4	IC50_1	KRAS G12D	P01116	AGS	20nM
TPD-E24FNK	IC50_1	KRAS G12D	P01116	AGS	57nM
TPD-IC8S4E	IC50_1	KRAS G12D	P01116	AGS	8.3nM
TPD-B3S5DP	IC50_1	KRAS G12D	P01116	AGS	13nM
TPD-I2DXXV	IC50_1	KRAS G12D	P01116	AGS	29nM
TPD-CB7MH2	IC50_1	KRAS G12D	P01116	AGS	27nM
TPD-PNVLIV	IC50_1	KRAS G12D	P01116	AGS	13nM
TPD-7Y1SXL	IC50_1	KRAS G12D	P01116	AGS	13nM
TPD-LLGHJ5	IC50_1	KRAS G12D	P01116	AGS	37nM
TPD-1S65YG	IC50_1	KRAS G12D	P01116	AGS	12nM
TPD-NWZU4K	IC50_1	KRAS G12D	P01116	AGS	40nM
TPD-6XC8G1	IC50_1	KRAS G12D	P01116	AGS	28nM
TPD-ZMU5K7	IC50_1	KRAS G12D	P01116	AGS	82nM
TPD-N9RWAM	IC50_1	KRAS G12D	P01116	AGS	15nM
TPD-KWWGAG	IC50_1	KRAS G12D	P01116	AGS	52nM
TPD-QHWSEE	IC50_1	KRAS G12D	P01116	AGS	32nM
TPD-JE3RT2	IC50_1	KRAS G12D	P01116	AGS	47nM
TPD-7GVDAN	IC50_1	KRAS G12D	P01116	AGS	33nM
TPD-LPKLXV	IC50_1	KRAS G12D	P01116	AGS	37nM
TPD-UPWXZ4	IC50_1	KRAS G12D	P01116	AGS	17nM
TPD-HEYK2Y	IC50_1	KRAS G12D	P01116	AGS	34nM
TPD-ZRJG2B	IC50_1	KRAS G12D	P01116	AGS	25nM
TPD-HGRHAX	IC50_1	KRAS G12D	P01116	AGS	13nM
TPD-B926Y8	IC50_1	KRAS G12D	P01116	AGS	10nM
TPD-6T9M2D	IC50_1	KRAS G12D	P01116	AGS	5.2nM
TPD-BAM6IS	IC50_1	KRAS G12D	P01116	AGS	10nM
TPD-GB38VL	IC50_1	KRAS G12D	P01116	AGS	37nM
TPD-U8H5PK	IC50_1	KRAS G12D	P01116	AGS	14nM
TPD-DII5OI	IC50_1	KRAS G12D	P01116	AGS	84nM
TPD-4BXAM1	IC50_1	KRAS G12D	P01116	AGS	28nM
TPD-BHA336	IC50_1	KRAS G12D	P01116	AGS	31nM
TPD-Q2EHQV	IC50_1	KRAS G12D	P01116	AGS	10nM
TPD-0XIA1L	IC50_1	KRAS G12D	P01116	AGS	3nM
TPD-GCYZ75	IC50_1	KRAS G12D	P01116	AGS	6.9nM
TPD-2UWUDE	IC50_1	KRAS G12D	P01116	AGS	6.9nM
TPD-OGKRW8	IC50_1	KRAS G12D	P01116	AGS	16nM
TPD-KBCI39	IC50_1	KRAS G12D	P01116	AGS	15nM
TPD-B7PYK5	IC50_1	KRAS G12D	P01116	AGS	15nM
TPD-C9ZHQL	IC50_1	KRAS G12D	P01116	AGS	11nM
TPD-Z9IX79	IC50_1	KRAS G12D	P01116	AGS	43nM
TPD-RCUQFE	IC50_1	KRAS G12D	P01116	AGS	30nM
TPD-ZHO8RU	IC50_1	KRAS G12D	P01116	AGS	13nM
TPD-A4I0RW	IC50_1	KRAS G12D	P01116	AGS	23nM
TPD-XH6Y00	IC50_1	KRAS G12D	P01116	AGS	9.6nM
TPD-C1VNCF	IC50_1	KRAS G12D	P01116	AGS	19nM
TPD-L5JOOB	IC50_1	KRAS G12D	P01116	AGS	18nM
TPD-ISPBDQ	IC50_1	KRAS G12D	P01116	AGS	6.2nM
TPD-RHHPGM	IC50_1	KRAS G12D	P01116	AGS	14nM
TPD-AJOMZL	IC50_1	KRAS G12D	P01116	AGS	38nM
TPD-O7GMMO	IC50_1	KRAS G12D	P01116	AGS	9.2nM
TPD-RPJTOK	IC50_1	KRAS G12D	P01116	AGS	4.9nM
TPD-EP5D0A	IC50_1	KRAS G12D	P01116	AGS	8.8nM
TPD-4OBPY1	IC50_1	KRAS G12D	P01116	AGS	5.6nM
TPD-GUEKZN	IC50_1	KRAS G12D	P01116	AGS	20nM
TPD-22WAUW	IC50_1	KRAS G12D	P01116	AGS	3.6nM
TPD-7XSQT7	IC50_1	KRAS G12D	P01116	AGS	13nM
TPD-QMK5C3	IC50_1	KRAS G12D	P01116	AGS	3.6nM
TPD-7PU7GS	IC50_1	KRAS G12D	P01116	AGS	6nM
TPD-IRHHK5	IC50_1	KRAS G12D	P01116	AGS	8nM
TPD-XYEPCO	IC50_1	KRAS G12D	P01116	AGS	26nM
TPD-YGEAKL	IC50_1	KRAS G12D	P01116	AGS	33nM
TPD-QJDVZ7	IC50_1	KRAS G12D	P01116	AGS	4.2nM
TPD-IS2FPE	IC50_1	KRAS G12D	P01116	AGS	2.5nM
TPD-KXDNQ5	IC50_1	KRAS G12D	P01116	AGS	27nM
TPD-BJD73J	IC50_1	KRAS G12D	P01116	AGS	20nM
TPD-5CH3M5	IC50_1	KRAS G12D	P01116	AGS	11nM
TPD-M8SMX8	IC50_1	KRAS G12D	P01116	AGS	24nM
TPD-K8CGLH	IC50_1	KRAS G12D	P01116	AGS	3nM
TPD-P5FH0I	IC50_1	KRAS G12D	P01116	AGS	2.7nM
TPD-5PL934	IC50_1	KRAS G12D	P01116	AGS	3.4nM
TPD-UEPND2	IC50_1	KRAS G12D	P01116	AGS	7.5nM
TPD-YX8UXD	IC50_1	KRAS G12D	P01116	AGS	12nM
TPD-Z82P8C	IC50_1	KRAS G12D	P01116	AGS	2.9nM
TPD-183QCO	IC50_1	KRAS G12D	P01116	AGS	11nM
TPD-DFTQOY	IC50_1	KRAS G12D	P01116	AGS	3.1nM
TPD-SBG8CB	IC50_1	KRAS G12D	P01116	AGS	3.2nM
TPD-BNWB8J	IC50_1	KRAS G12D	P01116	AGS	7.3nM
TPD-ZLEYU1	IC50_1	KRAS G12D	P01116	AGS	5.5nM
TPD-91E982	IC50_1	KRAS G12D	P01116	AGS	4.4nM
TPD-QSBV6E	IC50_1	KRAS G12D	P01116	AGS	4nM
TPD-N99M9A	IC50_1	KRAS G12D	P01116	AGS	6.1nM
TPD-S02GRI	IC50_1	KRAS G12D	P01116	AGS	6.9nM
TPD-QXSHWQ	IC50_1	KRAS G12D	P01116	AGS	4.6nM
TPD-2MR0CZ	IC50_1	KRAS G12D	P01116	AGS	15nM
TPD-S55QZV	IC50_1	KRAS G12D	P01116	AGS	11nM
TPD-0GF9AQ	IC50_1	KRAS G12D	P01116	AGS	15nM
TPD-3JWNUY	IC50_1	KRAS G12D	P01116	AGS	5nM
TPD-UFQ5FT	IC50_1	KRAS G12D	P01116	AGS	8.2nM
TPD-S4ZQ6F	IC50_1	KRAS G12D	P01116	AGS	4.6nM
